tf,action,target
NR1I2,1.0,ABCB1
NCOA1,1.0,PCK1
NCOA1,1.0,PCK2
NCOA2,1.0,PCK1
NCOA3,1.0,PCK1
NR2F1,-1.0,LHCGR
NELFE,1.0,RAD51D
NELFA,1.0,RAD51D
NELFB,1.0,RAD51D
NR1H2,1.0,ABCG1
ABCG1,1.0,NR1H2
NR1H3,1.0,ABCG1
ABCG1,1.0,NR1H3
NR1H2,1.0,ABCG4
NR2F6,-1.0,LHCGR
NPM1,-1.0,NOP2
RELA,-1.0,ABCA1
ABCG8,1.0,NR1H3
NR1H3,1.0,ABCG4
ABCG5,1.0,NR1H2
ABCG5,1.0,NR1H3
ABCG8,1.0,NR1H2
NR0B2,-1.0,E2F1
MYC,1.0,IREB2
RUVBL1,1.0,GPAM
RUVBL2,1.0,GPAM
MMP13,1.0,JUND
HNF4A,1.0,GCK
STAT1,1.0,TP53
E2F1,1.0,SIRT1
STAT4,1.0,IL18R1
SALL4,1.0,HOXA9
ATM,-1.0,TERF1
LMO2,-1.0,GYPA
RUNX2,1.0,COL1A1
UBE2B,1.0,TCF7L2
HIC1,-1.0,VLDLR
TP73,1.0,FASN
MLXIPL,1.0,ACACA
MLXIPL,1.0,ACACB
ATF2,1.0,PCK1
TP63,1.0,FASN
MAX,1.0,IREB2
AR,-1.0,VIM
PPARG,1.0,CD83
PTGS2,1.0,SREBF1
PTGS2,1.0,SREBF2
SP1,-1.0,HYAL1
HOXA9,1.0,MYCN
PPARG,1.0,CD36
PPARA,1.0,CD36
STAT3,1.0,TP63
ESR1,-1.0,COL1A2
CDAN1,1.0,E2F1
TP73,1.0,NSG1
ELK1,1.0,FOSL1
ALB,1.0,HNF1A
OSCAR,1.0,MITF
BCL6,-1.0,IGHE
SOX9,1.0,MIA
JUND,1.0,MYC
GATA1,-1.0,PTGFR
VDR,1.0,NCOR1
SPI1,1.0,LYZ
CREB1,1.0,GZMB
SUPT4H1,1.0,ATM
SUPT4H1,1.0,ATR
POU2F1,-1.0,IL4
PML,1.0,GRIP1
CARM1,1.0,ME1
STAT6,1.0,GATA3
SP1,1.0,OPRM1
OPRM1,1.0,SP1
SP3,1.0,OPRM1
DPEP1,1.0,CTNNB1
HOXA10,-1.0,CDKN1C
NR1I2,1.0,TNFRSF12A
SPI1,1.0,CXCR1
TP53,1.0,RECQL4
GAPDH,1.0,HIF1A
JUNB,1.0,MGP
TP63,1.0,COL5A1
TBPL1,1.0,NF1
MYC,1.0,TNFRSF10B
SNW1,1.0,MYC
HMGB2,1.0,GFI1B
HDAC9,1.0,CDKN2A
NFKB1,1.0,IL23A
NFKB1,1.0,IL1RN
GATA4,-1.0,ERBB2
HELZ2,1.0,GLIPR1
ELOA2,1.0,MDC1
HDAC7,1.0,CDKN1A
ELOA3,1.0,MDC1
MED13L,1.0,CD36
SREBF1,1.0,HMGCR
HMGCR,1.0,SREBF1
SREBF2,1.0,HMGCR
SFRP1,1.0,GLI1
GLI1,1.0,SFRP1
NR4A3,-1.0,PPARG
HSF1,1.0,SERPINE1
JUN,1.0,ABCB1
FOXO1,1.0,ADIPOR1
PPARG,1.0,ACAT1
CRTC1,1.0,PER1
HNF4G,1.0,AFP
HIF1A,1.0,ZNF217
HNF4A,1.0,AFP
ETV6,-1.0,MAD2L1
TFDP2,1.0,TYMS
PPARA,1.0,CYP1A1
TFDP1,1.0,TYMS
MAX,-1.0,E2F1
LONP1,1.0,STAT5A
LONP1,1.0,STAT5B
MGA,-1.0,E2F1
TFRC,1.0,HIF1A
HIF1A,1.0,TFRC
FOXF2,-1.0,PSG7
HELZ2,1.0,FADS1
RUNX1,-1.0,MYH10
KLF4,1.0,BDKRB2
ING4,-1.0,SPP1
KAT5,1.0,CAD
UBE3A,1.0,KLK3
PPARG,1.0,TP53
KLF5,1.0,HIF1A
ESR1,1.0,CD82
FOXM1,1.0,BIRC5
VDR,-1.0,IL12B
CCNT2,1.0,BRCA1
CCNT1,1.0,BRCA1
KLK3,1.0,HIF1A
HIF1A,1.0,TFF3
EP300,1.0,IGFBP3
PARP1,1.0,ZEB1
IL2RA,1.0,NFKB1
IL6ST,1.0,STAT5A
IL6ST,1.0,STAT5B
FANCD2,1.0,ATR
ATR,1.0,FANCD2
FANCD2,1.0,ATM
ATM,1.0,FANCD2
STAT5B,1.0,IL2RA
SLC16A1,1.0,FOXO1
STAT5A,1.0,IL2RA
SP1,1.0,SKP2
FAM120B,1.0,ANGPTL4
HDGF,-1.0,CDH1
SATB1,1.0,FOXO3
RELA,1.0,PROX1
POU5F1,-1.0,HLX
KDM3A,1.0,NKX3-1
SP1,1.0,PLAUR
TCF7L2,1.0,INCENP
FABP2,1.0,HNF1A
CEACAM5,1.0,CTNNB1
CEACAM6,1.0,CTNNB1
CEACAM1,1.0,CTNNB1
CD3D,1.0,ETS1
MAX,-1.0,DNTT
ETS1,1.0,CD8A
EP300,-1.0,CYBB
NR4A1,-1.0,MDM2
PRG4,-1.0,FOXO1
STAT1,1.0,TLR3
EP300,1.0,BCL2L11
VDR,1.0,CALB1
SUPT16H,1.0,ATM
SUPT16H,1.0,ATR
HNF1A,1.0,UGT2B17
STAT1,-1.0,NR1H4
EPAS1,1.0,HIGD1A
PMAIP1,1.0,MYC
MYC,1.0,PMAIP1
NFKB1,1.0,IL17C
NFKB1,1.0,IL17A
HSD11B1,1.0,CEBPA
HSD11B1,1.0,CEBPB
ARNT,1.0,EFNA1
GLI2,1.0,WNT2B
EPB41L4A,1.0,CTNNB1
TF,-1.0,NR2F1
HELZ2,1.0,FABP1
HELZ2,1.0,FABP4
PPARA,1.0,ACADM
HNF4A,1.0,FABP2
WNT1,-1.0,CEBPA
RXRA,1.0,APOA5
CNN2,1.0,CTNNB1
IRF3,1.0,IFNA1
IRF5,1.0,IFNA1
IRF7,1.0,IFNA1
IRF7,1.0,IFNA2
IRF1,1.0,IFNA1
PAX3,1.0,BCL2L1
RXRA,1.0,APOA1
RXRA,1.0,APOA2
DHFR,1.0,E2F1
E2F1,1.0,DHFR
IRF1,1.0,IFNB1
IRF2,1.0,IFNB1
IRF3,1.0,IFNB1
EP300,1.0,ALOX15
HIST2H3C,1.0,KLK2
HIST2H3C,1.0,KLK3
MYB,1.0,CASP6
NFKB1,1.0,IL12A
NFKB1,1.0,IL12B
SP1,1.0,DNMT1
LIN9,-1.0,CDC25A
YBX1,-1.0,CCNB1
RARA,-1.0,ABCC3
NELFCD,1.0,CDKN1A
HELZ2,1.0,AGT
PITX1,-1.0,NKX3-1
GNAZ,1.0,AKT3
MAPK6,-1.0,GLI2
TBL1XR1,1.0,HMGCR
MYC,-1.0,DNTT
HDAC3,-1.0,BGLAP
MECP2,1.0,OPRK1
RELA,1.0,TRAF1
SIRT1,1.0,HYOU1
GATA4,1.0,FABP2
HELZ2,1.0,ME1
PTGDR,1.0,CDC25A
ZIC2,-1.0,TCF4
USF1,1.0,SLC19A1
USF2,1.0,SLC19A1
EGF,1.0,TERT
RORA,1.0,SREBF1
H19,-1.0,E2F6
FLI1,1.0,GATA1
TGS1,1.0,G0S2
HIST1H2BG,1.0,BCL2
HIST1H2BH,1.0,BCL2
HIST1H2BA,1.0,BCL2
HIST1H2BB,1.0,BCL2
HIST1H2BD,1.0,BCL2
FOXO1,-1.0,POMC
HIST1H2BM,1.0,BCL2
HIST1H2BN,1.0,BCL2
HIST1H2BO,1.0,BCL2
HIST1H2BJ,1.0,BCL2
HIST1H2BK,1.0,BCL2
HIST1H2BL,1.0,BCL2
MTF1,1.0,MCAT
HIST1H2AC,1.0,BCL2
MEF2D,1.0,ATF3
BRCA1,1.0,DDB2
CAMK1,1.0,GLI2
SP1,1.0,DNASE2
REST,-1.0,GRIN1
SP3,1.0,DNASE2
HELZ2,1.0,LPL
CST4,1.0,CTNNB1
EWSR1,-1.0,TGFBR2
FOXM1,1.0,ESR1
MED1,1.0,PEX11A
ABL1,1.0,CDKN1A
CCPG1,-1.0,GLI1
LMO2,1.0,CTNNB1
ARNTL,1.0,NAMPT
ESR1,1.0,FOXP1
STAT3,1.0,CDK4
PA2G4,1.0,AGR2
HNF4A,1.0,MYC
STAT4,1.0,GSTA2
MYC,-1.0,DKK1
FAM120B,1.0,LPL
CBX8,-1.0,CDKN1A
HNF4A,1.0,NR1I2
UGCG,1.0,CTNNB1
ATF4,-1.0,IRF7
TCF7,1.0,AXIN2
CTGF,1.0,CTNNB1
POU5F1,-1.0,ID2
SP1,-1.0,ITGB3
SP1,-1.0,ITGAV
NFKB1,1.0,MMP1
NFKB1,1.0,MMP2
PPARA,1.0,ACOX1
BTG2,-1.0,HRAS
ESR1,1.0,FOXA1
S100A4,1.0,CTNNB1
NCOA1,1.0,APOA2
NCOA2,1.0,APOA1
NCOA2,1.0,APOA2
NCOA1,1.0,APOA5
NCOA1,1.0,APOA1
NCOA6,1.0,APOA5
NCOA2,1.0,APOA5
NCOA6,1.0,APOA1
NCOA6,1.0,APOA2
ING4,-1.0,SKP2
NFKB1,1.0,NOLC1
SCGB1A1,1.0,TTF1
NFKB1,1.0,MMP9
RUNX1,1.0,OCLN
CBFB,-1.0,CDKN1A
HOXB7,1.0,EGFR
HDAC11,-1.0,IL17A
RELA,1.0,ADORA1
KLF15,1.0,LRP5
TWIST1,-1.0,TIMP1
ELF3,1.0,SPRR1B
ELF3,1.0,SPRR2A
MAPK1,1.0,EGR1
MAPK3,1.0,EGR1
STAT1,1.0,CCL3
STAT3,1.0,CCL2
CCL2,1.0,STAT3
CCL5,1.0,STAT1
ZNF638,1.0,PPARG
COL2A1,-1.0,EGR1
MAPK14,1.0,TRPV1
NFKBIA,-1.0,TRAF1
STAT6,1.0,CD74
CEBPA,1.0,HSD17B11
RB1,-1.0,DHFR
ZBTB33,-1.0,MMP7
TGS1,1.0,FADS1
RNF187,1.0,CDK1
STAT1,1.0,CCR1
VHL,1.0,SPARC
STAT3,1.0,CD46
STAT1,1.0,CD40
NR3C1,-1.0,STAT1
SIRT1,-1.0,MYC
EP300,1.0,SGK1
STAT1,1.0,CD22
SUPT16H,1.0,FANCI
TFAP2A,1.0,ECM1
TFAP2C,1.0,ECM1
ERG,-1.0,ICAM1
HDAC2,-1.0,TNFSF10
ZBTB2,-1.0,CDKN1A
SPRR2A,-1.0,GLI2
ZBTB5,-1.0,CDKN1A
JUNB,1.0,GJA1
ELL,-1.0,E2F1
LHB,-1.0,AR
STAT3,-1.0,FASLG
EHMT2,-1.0,SIAH1
TGS1,1.0,ANKRD1
GATA4,1.0,AMH
NR3C1,1.0,UGT1A1
SMTN,-1.0,RBPJ
DHX15,1.0,AR
MED9,-1.0,LEP
MED6,-1.0,LEP
MED7,-1.0,LEP
MED8,-1.0,LEP
MED1,-1.0,LEP
MED4,-1.0,LEP
TEAD1,1.0,MSLN
TFAP2A,1.0,VEGFA
TDGF1,1.0,CTNNB1
CCNG2,-1.0,GLI2
TBXAS1,-1.0,TP53
TP53,-1.0,TBXAS1
DNAJB4,1.0,YY1
YY1,1.0,DNAJB4
HIF1A,1.0,CCR7
MSC,-1.0,MCM7
SP1,1.0,UGT1A4
TFAP2A,1.0,SLC19A1
FOSB,-1.0,MMP9
IL12RB1,1.0,TBX21
CRAT,1.0,CTNNB1
FANCI,1.0,FANCD2
FANCD2,1.0,FANCI
IL12RB2,1.0,TBX21
MAX,1.0,BMI1
REST,-1.0,OPRM1
RELA,-1.0,CYP19A1
TAL1,1.0,ALDH1A2
AR,1.0,SMARCC1
STAT4,1.0,CFL1
CREBBP,1.0,EIF2S1
TGS1,1.0,GLIPR1
ELL,1.0,FANCD2
HOXA2,1.0,ROBO2
DNMT1,-1.0,IL32
MAX,-1.0,DKK1
ZBTB17,1.0,NDRG2
FOXO1,1.0,TRIM63
FOXO3,1.0,TRIM63
FOXM1,1.0,ETV5
DIS3,-1.0,CXCL8
JAK2,-1.0,SOCS3
CREBBP,-1.0,LEP
PPARGC1A,1.0,CYP7A1
TERT,1.0,AXIN2
DNMT1,-1.0,RELN
IL6ST,-1.0,IL2
ALPI,1.0,SMAD4
MSX1,1.0,DLK1
ALPI,1.0,SMAD2
ALPI,1.0,SMAD3
RBMX,-1.0,JUND
TGFA,1.0,FOS
SP1,1.0,ADRA2B
RBMX,-1.0,JUNB
GSN,1.0,KLK3
NFYA,1.0,CCND2
NFYB,1.0,CCND2
ATF2,1.0,PLAT
NFYC,1.0,CCND2
ATF2,1.0,PLAU
ATF4,1.0,PLAU
CIITA,1.0,HLA-DOB
CIITA,1.0,HLA-DOA
ARNT,1.0,PFKL
ZNF300,-1.0,CDKN1A
ZNF300,-1.0,CDKN1B
TRBC1,1.0,IFNG
CIITA,1.0,HLA-DMA
CIITA,1.0,HLA-DMB
EGR1,1.0,CCND1
NKX2-2,1.0,INS
NR2F2,-1.0,POU5F1
NR5A2,1.0,STAR
NUTF2,1.0,MYC
ELF1,1.0,CSF2
ERCC2,1.0,CDKN1A
TP53,1.0,BDKRB2
STAT1,-1.0,MMP13
TP63,1.0,BDKRB2
TCF3,1.0,CR2
CTR9,-1.0,GLI2
CCND1,1.0,CTNNB1
CTNNB1,1.0,CCND1
CTNNB1,1.0,CCND2
FOS,-1.0,NFKB1
SP1,1.0,ABCA1
SP1,1.0,ABCB8
HELZ2,1.0,ANGPTL4
STAT3,1.0,TCF7L2
SP1,1.0,ABCC3
INS,1.0,HNF1B
SP1,1.0,ABCB1
ABCB1,1.0,SP1
INS,1.0,HNF1A
EP300,-1.0,CSF2
PLAU,-1.0,FOXO3
TP53,1.0,HIF1A
FN1,-1.0,NFKB1
ZBTB16,1.0,CRABP1
HDAC4,-1.0,HOXB13
MAML1,1.0,EGR1
FAM120B,1.0,FABP4
E2F1,1.0,SIVA1
POLR2C,1.0,MDC1
POLR2D,1.0,MDC1
POLR2E,1.0,MDC1
POLR2F,1.0,MDC1
POLR2A,1.0,MDC1
POLR2B,1.0,MDC1
POLR2K,1.0,MDC1
POLR2L,1.0,MDC1
POLR2G,1.0,MDC1
POLR2H,1.0,MDC1
POLR2I,1.0,MDC1
POLR2J,1.0,MDC1
PARP1,-1.0,BCL2
POU2AF1,1.0,TK1
ZNF175,1.0,NTF3
JUN,-1.0,TH
HNF1A,1.0,G6PC
TP63,-1.0,HES1
NPAS2,1.0,CRY1
NPAS2,1.0,CRY2
CDCA4,1.0,E2F1
CDCA4,1.0,E2F2
CDCA4,1.0,E2F3
CDCA4,1.0,E2F4
CDCA7,1.0,E2F1
E2F1,1.0,CDCA7
CDCA7,1.0,E2F2
CDCA7,1.0,E2F3
CDCA7,1.0,E2F4
NR1I2,1.0,BCL2
CEBPD,1.0,CCL20
EGR1,-1.0,WNT4
TAL1,1.0,ERG
SOX2,1.0,VIM
EZH2,-1.0,SATB1
PGR,1.0,BCL2
GTF2H1,1.0,BRCA1
GTF2H2,1.0,BRCA1
GTF2F1,1.0,BRCA1
GTF2F2,1.0,BRCA1
ICAM1,1.0,NFKB1
NFKB1,1.0,ICAM1
GTF2H3,1.0,BRCA1
GTF2H4,1.0,BRCA1
GTF2H5,1.0,BRCA1
ARNT,1.0,PGK1
PPARA,1.0,CETP
TP53,1.0,BNIP3L
CDK12,1.0,MDC1
AR,1.0,CDK20
ARNT,1.0,PGM1
CIITA,1.0,HLA-DRA
RBPJ,1.0,FCER2
FCER2,1.0,RBPJ
BCL2L2,1.0,CTNNB1
STAR,1.0,SP1
STAT6,1.0,CYP2E1
HNF1A,1.0,LCT
ACLY,1.0,SREBF2
ACLY,1.0,SREBF1
SREBF1,1.0,ACLY
TP63,-1.0,HBP1
TGS1,1.0,AGT
TFAP4,-1.0,PPP2R2B
FGF18,1.0,CTNNB1
LPA,1.0,HNF1A
FGF20,1.0,CTNNB1
SMAD3,-1.0,CYP7A1
IL13,1.0,FCER2
EXOSC8,1.0,MYC
PAX5,-1.0,CCND1
RUNX3,-1.0,HES1
SIN3A,-1.0,MYC
TP63,1.0,FDXR
PPARA,1.0,ALAS1
PPARG,-1.0,EGFR
TP53,1.0,FDXR
PTGDR,1.0,CDKN1A
PTGDR,1.0,CDKN1B
BAMBI,1.0,TCF7L2
MED1,1.0,CYP4A11
PTGDR,1.0,CDKN2C
STAT1,1.0,KRT17
STAT3,1.0,KRT17
ESR1,-1.0,CTNNB1
NOTCH3,1.0,DLGAP5
HNF4A,-1.0,ABCG8
HNF4A,-1.0,ABCG5
FLI1,-1.0,MMP1
E2F1,1.0,E2F2
E2F1,1.0,E2F3
E2F1,1.0,E2F6
RORA,1.0,CPT1A
HDAC9,-1.0,IGFBP1
AR,-1.0,XIAP
RELA,1.0,HPSE
UGCG,-1.0,GLI2
CHD9,1.0,PPARA
CTNNB1,1.0,CLDN2
PPARA,1.0,CYP7A1
MAX,-1.0,ITGB4
MAX,-1.0,ITGB1
DAPK2,1.0,KLF6
KLF6,1.0,DAPK2
MAX,-1.0,ITGA6
SREBF1,-1.0,CAV1
HIST2H2AA3,1.0,CCND1
IL2,-1.0,IL2RG
SP1,1.0,BBC3
PTHLH,1.0,SMAD4
PTHLH,1.0,SMAD3
SMAD3,1.0,PTHLH
MYC,-1.0,ITGB1
JAK2,1.0,GZMA
JAK2,1.0,GZMB
MYC,-1.0,ITGB4
MYC,-1.0,ITGA6
TFAP2C,1.0,EGFR
KLF3,1.0,CKM
TGS1,1.0,FABP1
BTF3,1.0,ATM
CTBP1,-1.0,HEY1
TP53,1.0,PPM1J
ZNF467,1.0,PPARG
NR5A2,1.0,ABCG8
RELA,1.0,RIPK2
FOSL2,1.0,NOS2
FOSL1,1.0,NOS3
NR5A2,1.0,ABCG5
PARP1,1.0,SERPINE1
KAT5,1.0,NCL
XBP1,1.0,DNAJC3
USF1,1.0,CD2
USF2,1.0,CD2
CLOCK,1.0,DBP
TCF7L2,-1.0,HECA
ISYNA1,-1.0,CTNNB1
FOXM1,1.0,HIST1H2BA
NFKB1,1.0,FAF1
TLE1,1.0,CTNNB1
TBL1X,1.0,TRIB3
CDX2,-1.0,PTGS2
XBP1,1.0,DNAJB9
ASCL1,-1.0,TPH1
KAT2B,1.0,RB1
CEBPZ,1.0,HSPA1B
SSRP1,1.0,BRCA1
PPARG,-1.0,PDK2
CDC7,1.0,GLI2
KLF4,1.0,LAMA1
KLF4,1.0,LAMA3
KLF6,1.0,LAMA1
EGR1,1.0,GDF15
NR1I2,1.0,FGF19
LHX3,1.0,SLIT2
LHX4,1.0,SLIT2
FOXA1,1.0,SHH
SOX2,-1.0,BMP4
CCNT1,1.0,FANCI
CCNT2,1.0,FANCI
RUVBL2,1.0,MYC
TP53,1.0,PLK2
TP53,1.0,PLK3
FOXA2,1.0,TAT
FOXA3,1.0,TAT
RUVBL1,1.0,NCL
RUVBL2,1.0,NCL
KRT5,1.0,CTNNB1
E2F1,1.0,WASF1
KRT1,1.0,CTNNB1
CTNNB1,1.0,KRT1
SP1,1.0,FOXM1
KAT2B,-1.0,IRF7
FOS,1.0,CD40LG
MTA1,1.0,NOS2
NR1D1,-1.0,PPARGC1A
MRTFA,1.0,VCL
FOS,-1.0,SLC10A2
TP53,-1.0,CDC25C
DLL4,1.0,HIF1A
RORA,1.0,ARNTL
ARNTL,1.0,RORA
STAT5A,1.0,CSN2
STAT5B,1.0,CSN2
PRL,1.0,CSN2
CTNNB1,1.0,TCF7L2
IRF1,-1.0,FOXP3
CREBBP,1.0,CCND2
YAP1,1.0,CCN2
TCF7L2,1.0,IGF2BP1
REST,-1.0,CARTPT
CTNNB1,1.0,ZCCHC12
CKS1B,1.0,GLI2
JUN,1.0,CCND1
CCND1,1.0,JUN
SP7,1.0,UCMA
JUN,1.0,CCNA2
CREBBP,1.0,CCNE1
CREBBP,1.0,CCNE2
GLI1,1.0,CDK2
CDK1,1.0,GLI2
PRDX1,1.0,KLK3
ATF4,1.0,TRIB3
PTGDR,-1.0,RBBP4
PTGDR,-1.0,RBBP8
ETS1,1.0,MUC4
TP53,1.0,PMS2
STAT3,-1.0,VDR
ETV4,1.0,MUC4
STAT1,1.0,ICAM1
STAT3,1.0,ICAM1
SMAD4,1.0,RUNX1T1
MAPK1,1.0,JUN
ATF2,1.0,DUSP8
JUN,1.0,MAPK8
MAPK8,1.0,JUN
MAPK9,1.0,JUN
ATF2,1.0,DUSP5
MAPK3,1.0,JUN
ATF2,1.0,DUSP1
JUN,1.0,MAPK6
ZIC1,1.0,JUND
FOXA2,1.0,NR5A2
E2F1,1.0,TOP2A
PITX1,-1.0,RUNX1
PITX1,-1.0,RUNX2
TBL1X,1.0,ANKRD1
CBFB,1.0,GPAM
PIK3CA,1.0,FASLG
MAML1,1.0,MYC
MAML2,1.0,MYC
TFDP1,-1.0,PLAU
MAML3,1.0,MYC
MAPK9,-1.0,IFNG
ESR1,1.0,VEGFA
HOXA7,1.0,IVL
MAX,1.0,CCND2
LYL1,1.0,ERG
MAX,1.0,CCNB1
MITF,1.0,HIF1A
PTGDR,-1.0,CBX5
RELA,1.0,PTHLH
CCNE1,1.0,MYC
MYC,1.0,CCNE1
PPARGC1A,-1.0,LEP
NFATC1,1.0,CXCL8
NFATC2,1.0,CXCL8
NFATC3,1.0,CXCL8
CCND2,1.0,MYC
MYC,1.0,CCND2
SMARCA2,-1.0,MYC
MYB,1.0,CCNA1
CCNA2,1.0,MYC
MYB,1.0,CCNB1
CCNB1,1.0,MYC
MYC,1.0,CCNB1
TBL1XR1,1.0,GRHL1
HOXA9,1.0,ID2
NCOA1,1.0,TRIB3
GATA1,1.0,GYPB
SMAD1,1.0,TLX2
MYC,1.0,PEG10
NCOA2,1.0,TRIB3
NCOA6,1.0,TRIB3
HELZ2,1.0,CPT1A
SMAD9,1.0,TLX2
SMAD4,1.0,TLX2
SMAD5,1.0,TLX2
MECP2,-1.0,ESR1
PPARG,1.0,ADIPOQ
HIF1A,1.0,MICA
EP300,1.0,CD36
MAX,1.0,PEG10
SEL1L,1.0,ATF6
THRAP3,1.0,CEBPA
MED30,1.0,CD36
MED31,1.0,CD36
HHEX,1.0,HNF4A
FOXA1,1.0,TTR
IL10,1.0,TNFRSF1A
FOXA3,1.0,TTR
IL10,1.0,TNFRSF1B
TWIST1,1.0,ATM
LCK,1.0,CCND3
TWIST2,1.0,ATM
PAX5,1.0,LEF1
TP53,1.0,PIDD1
YBX1,1.0,CDH1
FOXA2,1.0,TPO
FBP1,1.0,NFKB1
TP53,-1.0,AKT1
RXRA,1.0,RGL1
ATF1,1.0,MAP1LC3B
ATF4,1.0,MAP1LC3B
SOX2,1.0,ZIC3
AR,1.0,FHL2
RELA,1.0,AGER
NR3C1,1.0,CSN2
IL10,-1.0,CCL20
IL10,-1.0,CCL22
IL10,-1.0,CCL19
RELA,1.0,PTGES
TFE3,1.0,LAMC1
FOS,-1.0,CLU
TP53,1.0,CX3CL1
RELA,1.0,PTGS2
GATA1,1.0,PRG2
FOXO3,1.0,GALT
RBL1,-1.0,CCNA2
RBL2,-1.0,CCNA2
USF1,1.0,TGFB1
USF2,1.0,TGFB1
USF1,1.0,TGFB2
USF2,1.0,TGFB2
SP1,1.0,CREM
VDR,1.0,HOXA10
MED25,1.0,CD36
MED26,1.0,CD36
MED27,1.0,CD36
MED28,1.0,CD36
MED21,1.0,CD36
MED22,1.0,CD36
MED23,1.0,CD36
MED24,1.0,CD36
MED20,1.0,CD36
RELA,1.0,NCAM1
FOXM1,1.0,GAS1
JAG1,1.0,RELA
MED29,1.0,CD36
MED14,1.0,CD36
MED15,1.0,CD36
MED16,1.0,CD36
MED17,1.0,CD36
MED10,1.0,CD36
MED11,1.0,CD36
MED12,1.0,CD36
MED13,1.0,CD36
MED18,1.0,CD36
MED19,1.0,CD36
SP2,-1.0,HSD17B2
JAK2,1.0,IL24
FGG,1.0,USF1
JAK2,1.0,IL19
JAK2,1.0,IL1B
CIITA,-1.0,S100A4
CSE1L,1.0,RRM2B
IL10,-1.0,CSF1
IL10,-1.0,CSF2
IL10,-1.0,CSF3
RELA,-1.0,CSF2
IL2,1.0,BCL2L1
NR1I2,1.0,UGT1A1
NR1I3,1.0,UGT1A1
DDIT3,1.0,BCL2L11
L3MBTL2,-1.0,E2F1
IL4,1.0,CCL22
FASN,1.0,AR
RELA,-1.0,ALOX5
FCER2,1.0,NOTCH2
NOTCH2,1.0,FCER2
KAT2A,1.0,MYC
KAT2B,1.0,MYC
IL6ST,1.0,STAT1
IL6ST,1.0,STAT3
DNMT1,-1.0,BMP2
BRCA1,-1.0,HNRNPA2B1
CARM1,1.0,ANKRD1
LEF1,1.0,SP5
FOXO1,1.0,NPY
NPY,1.0,FOXO1
BARD1,-1.0,BRCA1
TFE3,1.0,SMAD7
NR5A2,1.0,CYP11B1
RARA,-1.0,CCNA1
APEX1,1.0,CCL2
SP1,1.0,LDHA
GADD45B,1.0,SMAD1
PPARA,1.0,TXNRD1
EGR1,1.0,CYP2B6
MAX,-1.0,TMEFF2
MTA1,-1.0,EPHA2
SP1,1.0,LDLR
PYCR1,1.0,AR
TLE1,-1.0,ASCL1
LDB1,1.0,SLIT2
OGT,1.0,FOXO3
PAX5,1.0,CD19
IRF1,1.0,IRF2
JUN,1.0,CD40LG
EP300,1.0,TP73
LONP1,1.0,STAT3
LONP1,1.0,STAT1
CCNH,1.0,RAD51D
CREBBP,1.0,HOXA9
CCNK,1.0,RAD51D
EP300,1.0,KRT16
ROCK1,-1.0,CTNNB1
LHX2,1.0,PRL
SIRT1,1.0,HIF1A
KLF6,1.0,PSG3
KLF6,1.0,PSG5
IFNG,1.0,CDKN1B
NKX3-1,-1.0,IGF1R
CBFA2T3,-1.0,ZNF652
ADCY7,1.0,INCENP
FOXM1,1.0,MYC
MYC,1.0,FOXM1
FOXA1,1.0,NF1
TBP,1.0,S100A7
CCNC,1.0,PCK1
MSC,1.0,FOXP3
ITGA11,1.0,SMAD2
ITGA11,1.0,SMAD3
SUPT4H1,1.0,FANCI
TGS1,1.0,SLC27A1
PPARG,1.0,E2F1
E2F1,1.0,PPARG
SRF,1.0,FOSL1
FOXO4,1.0,FASLG
FOXO1,1.0,FASLG
FOXO3,1.0,FASLG
RBBP7,-1.0,CDH1
HDAC11,1.0,TNFSF4
KLF6,-1.0,PTTG1
PPARGC1A,1.0,MFN2
E2F1,1.0,EZH2
E2F2,1.0,EZH2
E2F3,1.0,EZH2
TRD@,1.0,CTNNB1
RELA,-1.0,BCL2L11
C7ORF68,1.0,CTNNB1
IL13,-1.0,ALOX5
RELA,1.0,PTAFR
RELA,1.0,CRHR1
PIM1,1.0,LECT2
ELL,-1.0,BAX
JUN,1.0,CTSL
IL10,1.0,PTAFR
CETP,1.0,YY1
TXLNG,-1.0,MGP
TP63,1.0,GPX2
TP53,1.0,GPX1
MYC,-1.0,GTF2H2
GTF2H2,-1.0,MYC
CDK8,1.0,PCK1
NFATC3,1.0,IL3
NFATC1,1.0,IL5
IL5,1.0,NFATC1
NFATC2,1.0,IL5
NFATC3,1.0,IL5
NFATC1,1.0,IL3
NFATC2,1.0,IL3
CD8A,1.0,EOMES
CD8B,1.0,EOMES
MAX,1.0,HSP90AA1
CD247,1.0,FOS
TP63,-1.0,CDKN2A
ERBB2,1.0,RBPJ
PPARGC1A,1.0,SIRT3
CLOCK,1.0,AVP
MAPK1,1.0,FOS
MAPK3,1.0,FOS
JAK2,1.0,IFNG
TFAP4,1.0,SALL2
CDK7,1.0,RAD51D
CDK9,1.0,RAD51D
USF1,1.0,FMR1
TNRC6A,-1.0,MYC
USF2,1.0,FMR1
TNRC6B,-1.0,MYC
TNRC6C,-1.0,MYC
CSDA,1.0,MYC
RBBP4,-1.0,CDC6
RING1,-1.0,E2F1
PTGDR,1.0,RBL1
NELFCD,-1.0,CCND1
STAT5A,1.0,CCNA2
TWIST1,1.0,FN1
STAT5B,1.0,CCNA2
TWIST2,1.0,FN1
E2F1,1.0,CES5A
